gene_symbol	gene_id	Gene.Name	Case.PTV	Ctrl.PTV	Case.mis3	Ctrl.mis3	Case.mis2	Ctrl.mis2	P.ca.co..Class.1.	P.ca.co..Class.2.	P.ca.co..comb.	De.novo.PTV	De.novo.mis3	De.novo.mis2	P.de.novo	P.meta	Q.meta	OR..PTV.	OR..Class.I.	OR..Class.II.	Case.syn	Ctrl.syn	P.ca.co..syn.	P.meta..no.gnomAD	Case.Ctrl.PTV..no.gnomAD	Case.Ctrl.mis3..no.gnomAD	Case.Ctrl.mis2..no.gnomAD	P.ca.co..Class.I...no.gnomAD	P.ca.co..Class.II...no.gnomAD	P.ca.co..comb...no.gnomAD
HERC1	ENSG00000103657	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	28	32	0	0	2	8	1.26e-6	1	1.26e-6	NA	NA	NA	NA	1.26e-6	0.00254	3.51 (2.04<96>6.03)	3.51 (2.04<96>6.03)	1 (0.104<96>5.03)	187	773	0.767	2.52e-6	28/11	0/0	2/3	2.52e-6	0.687	2.52e-6
HERC2	ENSG00000128731	HECT and RLD domain containing E3 ubiquitin protein ligase 2	11	38	0	0	27	93	0.723	0.485	0.608	NA	NA	NA	NA	0.608	1	1.16 (0.536<96>2.32)	1.16 (0.536<96>2.32)	1.17 (0.73<96>1.81)	234	942	1	0.754	11/22	0/0	27/47	0.897	0.442	0.754
HERC3	ENSG00000138641	HECT and RLD domain containing E3 ubiquitin protein ligase 3	10	24	0	0	0	2	0.246	1	0.246	NA	NA	NA	NA	0.246	1	1.67 (0.714<96>3.63)	1.67 (0.714<96>3.63)	0 (0<96>21.4)	57	158	0.0691	0.103	10/10	0/0	0/2	0.103	1	0.103
HERC4	ENSG00000148634	HECT and RLD domain containing E3 ubiquitin protein ligase 4	2	8	0	0	6	24	1	1	1	NA	NA	NA	NA	1	1	1 (0.104<96>5.03)	1 (0.104<96>5.03)	1 (0.335<96>2.52)	37	125	0.359	0.788	2/3	0/0	6/14	0.788	1	0.788
HERC5	ENSG00000138646	HECT and RLD domain containing E3 ubiquitin protein ligase 5	13	49	0	0	0	0	0.944	NA	0.944	NA	NA	NA	NA	0.944	1	1.06 (0.53<96>1.99)	1.06 (0.53<96>1.99)		40	132	0.271	0.826	13/26	0/0	0/0	0.826	NA	0.826
HERC6	ENSG00000138642	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	14	40	0	0	0	0	0.0842	NA	0.0842	NA	NA	NA	NA	0.0842	1	1.4 (0.706<96>2.64)	1.4 (0.706<96>2.64)		27	101	0.864	0.0493	14/15	0/0	0/0	0.0493	NA	0.0493
HERPUD1	ENSG00000051108	Homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	3	9	0	0	0	0	0.916	NA	0.916	NA	NA	NA	NA	0.916	1	1.34 (0.233<96>5.36)	1.34 (0.233<96>5.36)		24	57	0.027	0.378	3/2	0/0	0/0	0.378	NA	0.378
HERPUD2	ENSG00000122557	HERPUD family member 2	6	0	0	0	0	0	0.00108	NA	0.00108	NA	NA	NA	NA	0.00108	0.302	Inf (4.73<96>Inf)	Inf (4.73<96>Inf)		15	76	0.515	0.018	6/0	0/0	0/0	0.018	NA	0.018
HES1	ENSG00000114315	Hes family bHLH transcription factor 1	1	2	0	0	4	11	0.675	0.467	0.56	NA	NA	NA	NA	0.56	1	2.01 (0.034<96>38.5)	2.01 (0.034<96>38.5)	1.46 (0.339<96>4.93)	8	38	0.859	0.93	1/2	0/0	4/7	1	0.72	0.93
HES2	ENSG00000069812	Hes family bHLH transcription factor 2	0	1	1	0	1	0	0.651	0.58	0.566	NA	NA	NA	NA	0.566	1	0 (0<96>156)	4.01 (0.0511<96>314)	Inf (0.103<96>Inf)	4	8	0.736	0.691	0/1	1/0	1/0	0.766	0.657	0.691
HES3	ENSG00000173673	Hes family bHLH transcription factor 3	1	4	0	0	3	2	0.73	0.107	0.466	NA	NA	NA	NA	0.466	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)	6.02 (0.69<96>72.2)	4	11	0.587	0.63	1/4	0/0	3/0	1	0.0484	0.63
HES4	ENSG00000188290	Hes family bHLH transcription factor 4	2	4	0	0	0	0	0.361	NA	0.361	NA	NA	NA	NA	0.361	1	2.01 (0.182<96>14)	2.01 (0.182<96>14)		8	37	0.889	0.574	2/2	0/0	0/0	0.574	NA	0.574
HES6	ENSG00000144485	Hes family bHLH transcription factor 6	0	4	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>6.08)	0 (0<96>6.08)		6	17	0.46	1	0/2	0/0	0/0	1	NA	1
HES7	ENSG00000179111	Hes family bHLH transcription factor 7	NA	NA	NA	NA	2	2	NA	0.669	NA	NA	NA	NA	NA	NA	NA	0 (0<96>Inf)		4.01 (0.291<96>55.3)	5	10	0.821	NA	0/0	0/0	2/2	NA	0.828	NA
HESX1	ENSG00000163666	HESX homeobox 1	6	13	0	0	0	0	0.387	NA	0.387	NA	NA	NA	NA	0.387	1	1.85 (0.577<96>5.22)	1.85 (0.577<96>5.22)		6	23	0.864	0.144	6/3	0/0	0/0	0.144	NA	0.144
HEXA	ENSG00000213614	Hexosaminidase A (alpha polypeptide)	6	27	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.301<96>2.21)	0.892 (0.301<96>2.21)		25	108	0.825	1	6/13	0/0	0/0	1	NA	1
HEXB	ENSG00000049860	Hexosaminidase B (beta polypeptide)	11	30	0	0	0	0	0.362	NA	0.362	NA	NA	NA	NA	0.362	1	1.47 (0.665<96>3.02)	1.47 (0.665<96>3.02)		21	83	0.894	0.141	11/12	0/0	0/0	0.141	NA	0.141
HEXDC	ENSG00000169660	Hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	11	35	0	0	0	0	0.359	NA	0.359	NA	NA	NA	NA	0.359	1	1.26 (0.578<96>2.54)	1.26 (0.578<96>2.54)		30	131	0.757	0.263	11/13	0/0	0/0	0.263	NA	0.263
HEXIM1	ENSG00000186834	Hexamethylene bis-acetamide inducible 1	0	4	0	0	3	28	1	0.167	0.736	NA	NA	NA	NA	0.736	1	0 (0<96>6.08)	0 (0<96>6.08)	0.43 (0.0836<96>1.39)	21	102	0.557	NA	0/0	0/0	3/16	NA	0.137	NA
HEXIM2	ENSG00000168517	Hexamethylene bis-acetamide inducible 2	6	16	0	0	0	0	0.61	NA	0.61	NA	NA	NA	NA	0.61	1	1.51 (0.482<96>4.05)	1.51 (0.482<96>4.05)		18	59	0.507	0.537	6/8	0/0	0/0	0.537	NA	0.537
HEY1	ENSG00000164683	Hes-related family bHLH transcription factor with YRPW motif 1	0	3	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>9.71)	0 (0<96>9.71)		12	51	1	1	0/2	0/0	0/0	1	NA	1
HEY2	ENSG00000135547	Hes-related family bHLH transcription factor with YRPW motif 2	2	7	0	0	0	0	0.852	NA	0.852	NA	NA	NA	NA	0.852	1	1.15 (0.116<96>6.02)	1.15 (0.116<96>6.02)		17	77	0.807	1	2/5	0/0	0/0	1	NA	1
HEYL	ENSG00000163909	Hes-related family bHLH transcription factor with YRPW motif-like	3	14	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.86 (0.158<96>3.08)	0.86 (0.158<96>3.08)		8	29	0.877	0.688	3/11	0/0	0/0	0.688	NA	0.688
HFE	ENSG00000010704	Hemochromatosis	4	17	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.944 (0.231<96>2.9)	0.944 (0.231<96>2.9)		19	66	0.573	0.322	4/4	0/0	0/0	0.322	NA	0.322
HFE2	ENSG00000168509	Hemochromatosis type 2 (juvenile)	7	23	0	0	0	0	0.747	NA	0.747	NA	NA	NA	NA	0.747	1	1.22 (0.443<96>2.94)	1.22 (0.443<96>2.94)		21	77	0.69	0.153	7/6	0/0	0/0	0.153	NA	0.153
HFM1	ENSG00000162669	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	23	73	0	0	0	0	0.263	NA	0.263	NA	NA	NA	NA	0.263	1	1.26 (0.755<96>2.05)	1.26 (0.755<96>2.05)		29	162	0.0949	0.237	23/37	0/0	0/0	0.237	NA	0.237
HGD	ENSG00000113924	Homogentisate 1,2-dioxygenase	7	24	0	0	0	0	0.661	NA	0.661	NA	NA	NA	NA	0.661	1	1.17 (0.426<96>2.8)	1.17 (0.426<96>2.8)		17	84	0.64	1	7/14	0/0	0/0	1	NA	1
HGF	ENSG00000019991	Hepatocyte growth factor (hepapoietin A; scatter factor)	1	11	0	0	0	0	0.408	NA	0.408	NA	NA	NA	NA	0.408	1	0.365 (0.00848<96>2.51)	0.365 (0.00848<96>2.51)		30	118	0.916	0.269	1/8	0/0	0/0	0.269	NA	0.269
HGFAC	ENSG00000109758	HGF activator	3	12	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.182<96>3.72)	1 (0.182<96>3.72)		27	51	0.0352	1	3/6	0/0	0/0	1	NA	1
HGS	ENSG00000185359	Hepatocyte growth factor-regulated tyrosine kinase substrate	3	18	1	0	21	57	0.338	0.158	0.338	NA	NA	NA	NA	0.338	1	0.669 (0.126<96>2.29)	0.892 (0.22<96>2.71)	1.48 (0.852<96>2.48)	53	208	0.874	0.532	3/5	1/0	21/30	0.682	0.351	0.532
HGSNAT	ENSG00000165102	Heparan-alpha-glucosaminide N-acetyltransferase	4	24	0	0	0	0	0.745	NA	0.745	NA	NA	NA	NA	0.745	1	0.669 (0.169<96>1.95)	0.669 (0.169<96>1.95)		20	99	0.464	1	4/9	0/0	0/0	1	NA	1
HHAT	ENSG00000054392	Hedgehog acyltransferase	10	21	0	0	0	0	0.165	NA	0.165	NA	NA	NA	NA	0.165	1	1.91 (0.804<96>4.24)	1.91 (0.804<96>4.24)		26	91	0.634	0.4	10/13	0/0	0/0	0.4	NA	0.4
HHATL	ENSG00000010282	Hedgehog acyltransferase-like	4	33	0	0	0	0	0.372	NA	0.372	NA	NA	NA	NA	0.372	1	0.486 (0.125<96>1.37)	0.486 (0.125<96>1.37)		20	71	0.579	0.666	4/13	0/0	0/0	0.666	NA	0.666
HHEX	ENSG00000152804	Hematopoietically expressed homeobox	0	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>156)	0 (0<96>156)		10	38	0.859	NA				NA	NA	NA
HHIP	ENSG00000164161	Hedgehog interacting protein	1	4	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)		42	131	0.129	0.532	1/1	0/0	0/0	0.532	NA	0.532
HHIPL1	ENSG00000182218	HHIP-like 1	4	16	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.244<96>3.11)	1 (0.244<96>3.11)		19	112	0.125	1	4/8	0/0	0/0	1	NA	1
HHIPL2	ENSG00000143512	HHIP-like 2	14	51	0	0	0	0	0.797	NA	0.797	NA	NA	NA	NA	0.797	1	1.1 (0.563<96>2.02)	1.1 (0.563<96>2.02)		41	145	0.491	0.917	14/27	0/0	0/0	0.917	NA	0.917
HHLA1	ENSG00000132297	HERV-H LTR-associating 1	0	5	0	0	0	0	0.906	NA	0.906	NA	NA	NA	NA	0.906	1	0 (0<96>4.38)	0 (0<96>4.38)		7	12	0.93	0.941	0/3	0/0	0/0	0.941	NA	0.941
HHLA2	ENSG00000114455	HERV-H LTR-associating 2	7	26	0	0	0	0	0.937	NA	0.937	NA	NA	NA	NA	0.937	1	1.08 (0.396<96>2.56)	1.08 (0.396<96>2.56)		9	47	0.629	1	7/15	0/0	0/0	1	NA	1
HHLA3	ENSG00000197568	HERV-H LTR-associating 3	2	2	0	0	0	0	0.223	NA	0.223	NA	NA	NA	NA	0.223	1	4.01 (0.291<96>55.3)	4.01 (0.291<96>55.3)		3	12	1	0.0947	2/0	0/0	0/0	0.0947	NA	0.0947
HIAT1	ENSG00000156875	Hippocampus abundant transcript 1	2	10	0	0	16	47	1	0.356	0.822	NA	NA	NA	NA	0.822	1	0.803 (0.0855<96>3.77)	0.803 (0.0855<96>3.77)	1.37 (0.723<96>2.45)	12	61	0.599	0.922	2/4	0/0	16/29	1	0.69	0.922
HIATL1	ENSG00000148110	Hippocampus abundant transcript-like 1	7	21	3	13	1	11	0.734	0.511	0.734	NA	NA	NA	NA	0.734	1	1.34 (0.48<96>3.27)	1.18 (0.52<96>2.44)	0.365 (0.00848<96>2.51)	17	72	1	0.658	7/10	3/8	1/7	0.658	0.448	0.658
HIATL2	ENSG00000196312	Hippocampus abundant transcript-like 2	5	5	5	19	4	13	0.155	0.783	0.148	NA	NA	NA	NA	0.148	1	4.01 (0.924<96>17.5)	1.67 (0.714<96>3.63)	1.23 (0.293<96>4)	5	19	0.78	0.023	5/0	5/9	4/7	0.023	0.794	0.023
HIBADH	ENSG00000106049	3-hydroxyisobutyrate dehydrogenase	5	12	0	0	0	0	0.224	NA	0.224	NA	NA	NA	NA	0.224	1	1.67 (0.462<96>5.1)	1.67 (0.462<96>5.1)		18	56	0.363	0.243	5/6	0/0	0/0	0.243	NA	0.243
HIBCH	ENSG00000198130	3-hydroxyisobutyryl-CoA hydrolase	10	43	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.933 (0.418<96>1.89)	0.933 (0.418<96>1.89)		14	63	0.773	0.612	10/27	0/0	0/0	0.612	NA	0.612
HIC1	ENSG00000177374	Hypermethylated in cancer 1	3	3	0	0	0	0	0.409	NA	0.409	NA	NA	NA	NA	0.409	1	4.01 (0.538<96>30)	4.01 (0.538<96>30)		14	45	0.802	0.437	3/2	0/0	0/0	0.437	NA	0.437
HIC2	ENSG00000169635	Hypermethylated in cancer 2	1	0	0	0	0	0	0.39	NA	0.39	NA	NA	NA	NA	0.39	1	Inf (0.103<96>Inf)	Inf (0.103<96>Inf)		37	145	0.925	0.396	1/0	0/0	0/0	0.396	NA	0.396
HID1	ENSG00000167861	HID1 domain containing	3	16	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.753 (0.141<96>2.63)	0.753 (0.141<96>2.63)		32	105	0.372	0.741	3/5	0/0	0/0	0.741	NA	0.741
HIF1A	ENSG00000100644	Hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2	12	0	0	1	9	1	0.711	0.928	NA	NA	NA	NA	0.928	1	0.669 (0.0727<96>3)	0.669 (0.0727<96>3)	0.446 (0.0102<96>3.22)	35	123	0.485	0.51	2/8	0/0	1/4	0.51	1	0.51
HIF1AN	ENSG00000166135	Hypoxia inducible factor 1, alpha subunit inhibitor	1	10	0	0	0	13	0.894	0.0787	0.576	NA	NA	NA	NA	0.576	1	0.401 (0.00925<96>2.82)	0.401 (0.00925<96>2.82)	0 (0<96>1.32)	11	53	0.759	0.268	1/6	0/0	0/8	0.508	0.0565	0.268
HIF3A	ENSG00000124440	Hypoxia inducible factor 3, alpha subunit	7	20	0	0	0	0	0.379	NA	0.379	NA	NA	NA	NA	0.379	1	1.4 (0.502<96>3.46)	1.4 (0.502<96>3.46)		27	126	0.517	0.342	7/8	0/0	0/0	0.342	NA	0.342
HIGD1A	ENSG00000181061	HIG1 hypoxia inducible domain family, member 1A	2	7	0	0	0	0	0.624	NA	0.624	NA	NA	NA	NA	0.624	1	1.15 (0.116<96>6.02)	1.15 (0.116<96>6.02)		1	11	0.473	1	2/4	0/0	0/0	1	NA	1
HIGD1B	ENSG00000131097	HIG1 hypoxia inducible domain family, member 1B	2	14	0	0	0	0	0.748	NA	0.748	NA	NA	NA	NA	0.748	1	0.573 (0.0632<96>2.5)	0.573 (0.0632<96>2.5)		3	23	0.465	0.753	2/3	0/0	0/0	0.753	NA	0.753
HIGD1C	ENSG00000214511	HIG1 hypoxia inducible domain family, member 1C	0	5	0	0	0	0	0.577	NA	0.577	NA	NA	NA	NA	0.577	1	0 (0<96>4.38)	0 (0<96>4.38)		3	14	1	0.206	0/5	0/0	0/0	0.206	NA	0.206
HIGD2A	ENSG00000146066	HIG1 hypoxia inducible domain family, member 2A	2	2	0	0	2	12	0.558	1	0.558	NA	NA	NA	NA	0.558	1	4.01 (0.291<96>55.3)	4.01 (0.291<96>55.3)	0.669 (0.0727<96>3)	2	20	0.262	0.601	2/1	0/0	2/7	0.601	0.73	0.601
HIGD2B	ENSG00000175202	HIG1 hypoxia inducible domain family, member 2B	0	4	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>6.08)	0 (0<96>6.08)		1	13	0.284	0.308	0/4	0/0	0/0	0.308	NA	0.308
HILPDA	ENSG00000135245	Hypoxia inducible lipid droplet-associated	2	2	0	0	0	0	0.0576	NA	0.0576	NA	NA	NA	NA	0.0576	1	4.01 (0.291<96>55.3)	4.01 (0.291<96>55.3)		6	18	0.588	0.0984	2/0	0/0	0/0	0.0984	NA	0.0984
HINFP	ENSG00000172273	Histone H4 transcription factor	5	16	0	0	0	0	0.596	NA	0.596	NA	NA	NA	NA	0.596	1	1.25 (0.359<96>3.58)	1.25 (0.359<96>3.58)		23	103	0.729	1	5/10	0/0	0/0	1	NA	1
HINT1	ENSG00000169567	Histidine triad nucleotide binding protein 1	1	9	0	0	0	0	0.699	NA	0.699	NA	NA	NA	NA	0.699	1	0.446 (0.0102<96>3.22)	0.446 (0.0102<96>3.22)		9	14	0.0241	1	1/3	0/0	0/0	1	NA	1
HINT2	ENSG00000137133	Histidine triad nucleotide binding protein 2	2	13	0	0	0	0	0.979	NA	0.979	NA	NA	NA	NA	0.979	1	0.617 (0.0676<96>2.73)	0.617 (0.0676<96>2.73)		7	27	0.835	1	2/5	0/0	0/0	1	NA	1
HINT3	ENSG00000111911	Histidine triad nucleotide binding protein 3	0	8	0	0	0	0	0.354	NA	0.354	NA	NA	NA	NA	0.354	1	0 (0<96>2.35)	0 (0<96>2.35)		5	11	0.439	1	0/1	0/0	0/0	1	NA	1
HIP1	ENSG00000127946	Huntingtin interacting protein 1	10	25	0	0	0	0	0.279	NA	0.279	NA	NA	NA	NA	0.279	1	1.61 (0.688<96>3.46)	1.61 (0.688<96>3.46)		39	168	0.783	0.0621	10/8	0/0	0/0	0.0621	NA	0.0621
HIP1R	ENSG00000130787	Huntingtin interacting protein 1 related	10	44	0	0	0	0	0.778	NA	0.778	NA	NA	NA	NA	0.778	1	0.912 (0.409<96>1.84)	0.912 (0.409<96>1.84)		57	186	0.154	0.797	10/18	0/0	0/0	0.797	NA	0.797
HIPK1	ENSG00000163349	Homeodomain interacting protein kinase 1	6	9	0	0	4	11	0.142	0.488	0.111	NA	NA	NA	NA	0.111	1	2.68 (0.784<96>8.42)	2.68 (0.784<96>8.42)	1.46 (0.339<96>4.93)	56	192	0.288	0.491	6/7	0/0	4/8	0.491	1	0.491
HIPK2	ENSG00000064393	Homeodomain interacting protein kinase 2	2	6	0	0	0	0	0.864	NA	0.864	NA	NA	NA	NA	0.864	1	1.34 (0.132<96>7.48)	1.34 (0.132<96>7.48)		54	212	0.898	1	2/4	0/0	0/0	1	NA	1
HIPK3	ENSG00000110422	Homeodomain interacting protein kinase 3	3	26	0	0	0	0	0.489	NA	0.489	NA	NA	NA	NA	0.489	1	0.463 (0.0897<96>1.51)	0.463 (0.0897<96>1.51)		58	199	0.286	0.241	3/17	0/0	0/0	0.241	NA	0.241
HIPK4	ENSG00000160396	Homeodomain interacting protein kinase 4	7	20	0	0	0	0	0.436	NA	0.436	NA	NA	NA	NA	0.436	1	1.4 (0.502<96>3.46)	1.4 (0.502<96>3.46)		44	150	0.48	0.606	7/11	0/0	0/0	0.606	NA	0.606
HIRA	ENSG00000100084	Histone cell cycle regulator	3	4	0	1	11	40	0.289	0.707	0.263	NA	NA	NA	NA	0.263	1	3.01 (0.441<96>17.8)	2.41 (0.374<96>12.4)	1.1 (0.511<96>2.19)	58	209	0.503	0.609	3/4	0/1	11/20	0.671	0.687	0.609
HIRIP3	ENSG00000149929	HIRA interacting protein 3	13	37	0	0	0	0	0.411	NA	0.411	NA	NA	NA	NA	0.411	1	1.41 (0.688<96>2.72)	1.41 (0.688<96>2.72)		35	118	0.341	0.193	13/15	0/0	0/0	0.193	NA	0.193
HIST1H1A	ENSG00000124610	Histone cluster 1, H1a	7	30	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.936 (0.347<96>2.18)	0.936 (0.347<96>2.18)		24	105	0.853	0.824	7/17	0/0	0/0	0.824	NA	0.824
HIST1H1B	ENSG00000184357	Histone cluster 1, H1b	1	6	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.669 (0.0145<96>5.51)	0.669 (0.0145<96>5.51)		21	114	0.263	1	1/2	0/0	0/0	1	NA	1
HIST1H1C	ENSG00000187837	Histone cluster 1, H1c	2	14	0	0	0	0	0.744	NA	0.744	NA	NA	NA	NA	0.744	1	0.573 (0.0632<96>2.5)	0.573 (0.0632<96>2.5)		49	168	0.326	0.528	2/8	0/0	0/0	0.528	NA	0.528
HIST1H1D	ENSG00000124575	Histone cluster 1, H1d	7	16	0	0	0	0	0.371	NA	0.371	NA	NA	NA	NA	0.371	1	1.76 (0.611<96>4.51)	1.76 (0.611<96>4.51)		30	117	0.933	0.404	7/8	0/0	0/0	0.404	NA	0.404
HIST1H1E	ENSG00000168298	Histone cluster 1, H1e	7	4	0	0	0	0	0.00261	NA	0.00261	1	NA	NA	0.00151	5.84e-5	0.0447	7.03 (1.79<96>32.8)	7.03 (1.79<96>32.8)		42	152	0.513	0.011	7/2	0/0	0/0	0.011	NA	0.011
HIST1H1T	ENSG00000187475	Histone cluster 1, H1t	7	29	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.969 (0.358<96>2.26)	0.969 (0.358<96>2.26)		20	100	0.424	0.827	7/13	0/0	0/0	0.827	NA	0.827
HIST1H2AA	ENSG00000164508	Histone cluster 1, H2aa	1	22	0	0	0	0	0.0559	NA	0.0559	NA	NA	NA	NA	0.0559	1	0.182 (0.00442<96>1.13)	0.182 (0.00442<96>1.13)		19	66	0.614	0.163	1/9	0/0	0/0	0.163	NA	0.163
HIST1H2AB	ENSG00000137259	Histone cluster 1, H2ab	3	23	0	0	0	0	0.509	NA	0.509	NA	NA	NA	NA	0.509	1	0.523 (0.101<96>1.73)	0.523 (0.101<96>1.73)		21	48	0.0247	0.788	3/9	0/0	0/0	0.788	NA	0.788
HIST1H2AC	ENSG00000180573	Histone cluster 1, H2ac	0	4	0	0	4	13	1	0.759	0.94	NA	NA	NA	NA	0.94	1	0 (0<96>6.08)	0 (0<96>6.08)	1.23 (0.293<96>4)	22	84	0.801	0.439	0/4	0/0	4/6	0.439	0.75	0.439
HIST1H2AD	ENSG00000196866	Histone cluster 1, H2ad	2	20	0	0	0	0	0.271	NA	0.271	NA	NA	NA	NA	0.271	1	0.401 (0.0455<96>1.65)	0.401 (0.0455<96>1.65)		19	57	0.237	0.543	2/9	0/0	0/0	0.543	NA	0.543
HIST1H2AE	ENSG00000168274	Histone cluster 1, H2ae	3	3	0	0	6	12	0.156	0.225	0.0944	NA	NA	NA	NA	0.0944	1	4.01 (0.538<96>30)	4.01 (0.538<96>30)	2.01 (0.618<96>5.78)	9	72	0.0485	0.256	3/2	0/0	6/6	0.348	0.356	0.256
HIST1H2AG	ENSG00000196787	Histone cluster 1, H2ag	3	21	0	0	0	0	0.427	NA	0.427	NA	NA	NA	NA	0.427	1	0.573 (0.109<96>1.92)	0.573 (0.109<96>1.92)		27	91	0.665	0.787	3/9	0/0	0/0	0.787	NA	0.787
HIST1H2AH	ENSG00000184825	Histone cluster 1, H2ah	5	10	0	0	0	0	0.573	NA	0.573	NA	NA	NA	NA	0.573	1	2.01 (0.538<96>6.45)	2.01 (0.538<96>6.45)		20	64	0.499	0.658	5/6	0/0	0/0	0.658	NA	0.658
HIST1H2AI	ENSG00000196747	Histone cluster 1, H2ai	1	4	0	0	6	12	1	0.178	0.742	NA	NA	NA	NA	0.742	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)	2.01 (0.618<96>5.78)	8	41	0.71	0.288	1/0	0/0	6/1	0.657	0.00955	0.288
HIST1H2AJ	ENSG00000182611	Histone cluster 1, H2aj	3	17	0	0	2	14	0.854	0.744	0.796	NA	NA	NA	NA	0.796	1	0.708 (0.133<96>2.45)	0.708 (0.133<96>2.45)	0.573 (0.0632<96>2.5)	10	45	0.86	0.8	3/9	0/0	2/4	0.8	1	0.8
HIST1H2AK	ENSG00000184348	Histone cluster 1, H2ak	3	15	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.149<96>2.84)	0.803 (0.149<96>2.84)		11	45	1	1	3/7	0/0	0/0	1	NA	1
HIST1H2AL	ENSG00000198374	Histone cluster 1, H2al	2	14	0	0	0	0	0.797	NA	0.797	NA	NA	NA	NA	0.797	1	0.573 (0.0632<96>2.5)	0.573 (0.0632<96>2.5)		12	70	0.255	0.722	2/7	0/0	0/0	0.722	NA	0.722
HIST1H2AM	ENSG00000233224	Histone cluster 1, H2am	5	14	0	0	0	0	0.626	NA	0.626	NA	NA	NA	NA	0.626	1	1.43 (0.404<96>4.21)	1.43 (0.404<96>4.21)		13	49	0.875	1	5/10	0/0	0/0	1	NA	1
HIST1H2BA	ENSG00000146047	Histone cluster 1, H2ba	4	16	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.244<96>3.11)	1 (0.244<96>3.11)		11	61	0.452	1	4/8	0/0	0/0	1	NA	1
HIST1H2BB	ENSG00000196226	Histone cluster 1, H2bb	0	19	0	0	0	0	0.0324	NA	0.0324	NA	NA	NA	NA	0.0324	0.909	0 (0<96>0.86)	0 (0<96>0.86)		16	56	0.657	0.0342	0/10	0/0	0/0	0.0342	NA	0.0342
HIST1H2BC	ENSG00000180596	Histone cluster 1, H2bc	5	10	0	0	2	12	0.275	1	0.275	NA	NA	NA	NA	0.275	1	2.01 (0.538<96>6.45)	2.01 (0.538<96>6.45)	0.669 (0.0727<96>3)	17	57	0.537	0.568	5/8	0/0	2/6	0.568	1	0.568
HIST1H2BD	ENSG00000158373	Histone cluster 1, H2bd	2	10	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.0855<96>3.77)	0.803 (0.0855<96>3.77)		22	60	0.271	0.65	2/3	0/0	0/0	0.65	NA	0.65
HIST1H2BE	ENSG00000197697	Histone cluster 1, H2be	3	14	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.86 (0.158<96>3.08)	0.86 (0.158<96>3.08)		14	72	0.519	1	3/8	0/0	0/0	1	NA	1
HIST1H2BF	ENSG00000197846	Histone cluster 1, H2bf	4	17	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.944 (0.231<96>2.9)	0.944 (0.231<96>2.9)		11	63	0.324	0.752	4/7	0/0	0/0	0.752	NA	0.752
HIST1H2BG	ENSG00000187990	Histone cluster 1, H2bg	3	22	0	0	0	0	0.436	NA	0.436	NA	NA	NA	NA	0.436	1	0.547 (0.105<96>1.82)	0.547 (0.105<96>1.82)		19	84	0.822	0.551	3/11	0/0	0/0	0.551	NA	0.551
HIST1H2BH	ENSG00000197459	Histone cluster 1, H2bh	2	24	0	0	0	0	0.139	NA	0.139	NA	NA	NA	NA	0.139	1	0.334 (0.0383<96>1.35)	0.334 (0.0383<96>1.35)		16	48	0.317	0.256	2/12	0/0	0/0	0.256	NA	0.256
HIST1H2BI	ENSG00000168242	Histone cluster 1, H2bi	3	10	0	0	0	0	0.723	NA	0.723	NA	NA	NA	NA	0.723	1	1.2 (0.213<96>4.68)	1.2 (0.213<96>4.68)		7	51	0.168	0.74	3/5	0/0	0/0	0.74	NA	0.74
